nid,제목,url,부서레벨1,부서레벨2,부서레벨3,부서레벨4,부서레벨5,집행연도,집행월,예산,집행,구분,부서명,집행일시,집행장소,집행목적,대상인원,결제방법,집행금액
20978244,"2019년 8월 서울시본청 도시교통실 교통기획관 교통정책과 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/20978244,서울시본청,도시교통실,교통기획관,교통정책과,,2019,8,,,,"도시교통실 교통정책과","2019-08-30 13:00","세림(중구 을지로1길 32-3 (다동))","도시철도 관련 유관기관 업무 협의 간담회","도시교통실 직원 등 10명",카드,102000
20978244,"2019년 8월 서울시본청 도시교통실 교통기획관 교통정책과 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/20978244,서울시본청,도시교통실,교통기획관,교통정책과,,2019,8,,,,"도시교통실 교통정책과","2019-08-29 12:27","서라벌(중구 서소문로 101-1)","버스정류소 종합정비계획 수립 용역 관련 직원 격려 간담회","교통정책과 직원 등 4명",카드,30000
20978244,"2019년 8월 서울시본청 도시교통실 교통기획관 교통정책과 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/20978244,서울시본청,도시교통실,교통기획관,교통정책과,,2019,8,,,,"도시교통실 교통정책과","2019-08-28 20:28","라 칸티나(중구 을지로 19)","지하철 이용환경 개선 관련 업무추진 직원 격려 간담회","교통정책과 직원 등 20명",제로페이,462800
20978244,"2019년 8월 서울시본청 도시교통실 교통기획관 교통정책과 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/20978244,서울시본청,도시교통실,교통기획관,교통정책과,,2019,8,,,,"도시교통실 교통정책과","2019-08-28 12:53","대복(중구 세종대로14길 22)","자동차통행관리 통합플랫폼 운영 관련 유관기관 업무협의 간담회","교통정책과장 등 20명",제로페이,406000
20978244,"2019년 8월 서울시본청 도시교통실 교통기획관 교통정책과 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/20978244,서울시본청,도시교통실,교통기획관,교통정책과,,2019,8,,,,"도시교통실 교통정책과","2019-08-27 12:38","더테이블한정식(중구 세종대로 124)","교통영향평가 관련 업무추진 직원 간담회","교통정책과 직원 등 8명",카드,100000
20978244,"2019년 8월 서울시본청 도시교통실 교통기획관 교통정책과 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/20978244,서울시본청,도시교통실,교통기획관,교통정책과,,2019,8,,,,"도시교통실 교통정책과","2019-08-27 13:16","㈜바닷가작은부엌덕수궁점(중구 덕수궁길 7)","교통사업 해외홍보 관련 업무추진 직원 격려 오찬 간담회","교통정책과장 등 10명",카드,112000
20978244,"2019년 8월 서울시본청 도시교통실 교통기획관 교통정책과 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/20978244,서울시본청,도시교통실,교통기획관,교통정책과,,2019,8,,,,"도시교통실 교통정책과","2019-08-27 20:14","구이구이(중구 을지로 6)","수소버스 관련 업무추진 직원 격려 오찬 간담회","교통정책과 직원 등 6명",카드,57000
20978244,"2019년 8월 서울시본청 도시교통실 교통기획관 교통정책과 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/20978244,서울시본청,도시교통실,교통기획관,교통정책과,,2019,8,,,,"도시교통실 교통정책과","2019-08-27 20:34","우림정(중구 세종대로11길33-3)","주차장 운영 관련 유관기관 업무공유 간담회","교통정책과 직원 등 10명",카드,93000
20978244,"2019년 8월 서울시본청 도시교통실 교통기획관 교통정책과 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/20978244,서울시본청,도시교통실,교통기획관,교통정책과,,2019,8,,,,"도시교통실 교통정책과","2019-08-27 10:54","주)스타벅스커피코리아(중구 소공동)","교통영향평가 관련 업무추진 직원 간담회","교통정책과 직원 등 1명",카드,4900
20978244,"2019년 8월 서울시본청 도시교통실 교통기획관 교통정책과 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/20978244,서울시본청,도시교통실,교통기획관,교통정책과,,2019,8,,,,"도시교통실 교통정책과","2019-08-27 12:16","빌리엔젤 서소문점(중구 서소문로 113)","통합주차정보안내시스템 구축 관련 유관기관 업무협의 간담회","교통정책과 직원 등 7명",카드,44000
20978244,"2019년 8월 서울시본청 도시교통실 교통기획관 교통정책과 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/20978244,서울시본청,도시교통실,교통기획관,교통정책과,,2019,8,,,,"도시교통실 교통정책과","2019-08-26 12:46","서라벌(중구 서소문로 101-1)","서울시 당정협의회 관련 직원 격려 만찬 간담회","교통기획관 등 5명",카드,60000
20978244,"2019년 8월 서울시본청 도시교통실 교통기획관 교통정책과 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/20978244,서울시본청,도시교통실,교통기획관,교통정책과,,2019,8,,,,"도시교통실 교통정책과","2019-08-26 20:44","오리마당(중구 세종대로 92)","종로 등 핵심 자전거도로 구축 관련 업무 관계자 오찬 간담회","교통기획관 등 6명",카드,54000
20978244,"2019년 8월 서울시본청 도시교통실 교통기획관 교통정책과 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/20978244,서울시본청,도시교통실,교통기획관,교통정책과,,2019,8,,,,"도시교통실 교통정책과","2019-08-26 20:45","잼배옥(중구 세종대로9길 68-9)","민자주차장 운영 관련 유관기관 업무공유 간담회","교통정책과 직원 등 6명",카드,45000
20978244,"2019년 8월 서울시본청 도시교통실 교통기획관 교통정책과 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/20978244,서울시본청,도시교통실,교통기획관,교통정책과,,2019,8,,,,"도시교통실 교통정책과","2019-08-26 14:35","빌리엔젤 서소문점(중구 서소문로 113)","퍼스널 모빌리티 관련 유관기관 간담회","교통정책과 직원 등 5명",카드,42600
20978244,"2019년 8월 서울시본청 도시교통실 교통기획관 교통정책과 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/20978244,서울시본청,도시교통실,교통기획관,교통정책과,,2019,8,,,,"도시교통실 교통정책과","2019-08-26 20:31","덕수정(중구 정동길 41)","도시철도 관련 유관기관 업무 협의 간담회","도시교통실 직원 등 5명",카드,39000
20978244,"2019년 8월 서울시본청 도시교통실 교통기획관 교통정책과 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/20978244,서울시본청,도시교통실,교통기획관,교통정책과,,2019,8,,,,"도시교통실 교통정책과","2019-08-23 20:49","금강산(중구 세종대로20길 15)","공유주차 활성화 관련 업무추진 직원 격려 간담회","교통정책과장 등 5명",제로페이,318000
20978244,"2019년 8월 서울시본청 도시교통실 교통기획관 교통정책과 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/20978244,서울시본청,도시교통실,교통기획관,교통정책과,,2019,8,,,,"도시교통실 교통정책과","2019-08-23 12:14","청송옥(중구 서소문로11길 14)","도시철도과 업무추진 직원 격려 간담회","교통정책과 직원 등 4명",카드,17000
20978244,"2019년 8월 서울시본청 도시교통실 교통기획관 교통정책과 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/20978244,서울시본청,도시교통실,교통기획관,교통정책과,,2019,8,,,,"도시교통실 교통정책과","2019-08-23 22:04","차이(Chai)797(중구 서소문로 120)","개인택시 관련 업무추진직원 격려 간담회","교통정책과 직원 등 20명",카드,390000
20978244,"2019년 8월 서울시본청 도시교통실 교통기획관 교통정책과 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/20978244,서울시본청,도시교통실,교통기획관,교통정책과,,2019,8,,,,"도시교통실 교통정책과","2019-08-22 12:54","더테이블한정식(중구 세종대로 124)","CRT 안전 관련 업무추진 직원 간담회","교통기획관 등 5명",제로페이,30000
20978244,"2019년 8월 서울시본청 도시교통실 교통기획관 교통정책과 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/20978244,서울시본청,도시교통실,교통기획관,교통정책과,,2019,8,,,,"도시교통실 교통정책과","2019-08-22 13:06","디라이프스타일키친(중구 세종대로 136)","수소버스 관련 업무추진 직원 격려 오찬 간담회","교통정책과 직원 등 10명",카드,196500
20978244,"2019년 8월 서울시본청 도시교통실 교통기획관 교통정책과 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/20978244,서울시본청,도시교통실,교통기획관,교통정책과,,2019,8,,,,"도시교통실 교통정책과","2019-08-22 18:50","백암(종로구 자하문로1나길 1)","버스정류소 종합정비계획 수립 용역 관련 직원 격려 간담회","교통정책과 직원 등 4명",카드,35000
20978244,"2019년 8월 서울시본청 도시교통실 교통기획관 교통정책과 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/20978244,서울시본청,도시교통실,교통기획관,교통정책과,,2019,8,,,,"도시교통실 교통정책과","2019-08-22 23:17","㈜동원브이아이피참치 코리아나점(중구 세종대로 135)","교통사업 해외홍보 관련 업무추진 직원 격려 오찬 간담회","교통정책과 직원 등 5명",카드,163000
20978244,"2019년 8월 서울시본청 도시교통실 교통기획관 교통정책과 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/20978244,서울시본청,도시교통실,교통기획관,교통정책과,,2019,8,,,,"도시교통실 교통정책과","2019-08-21 12:17","구이구이(중구 을지로 6)","CRT 정책 관련 업무협의 간담회","교통기획관 등 6명",제로페이,108000
20978244,"2019년 8월 서울시본청 도시교통실 교통기획관 교통정책과 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/20978244,서울시본청,도시교통실,교통기획관,교통정책과,,2019,8,,,,"도시교통실 교통정책과","2019-08-21 12:25","정동국밥(중구 세종대로19길16)","교통 분야 빅데이터 활용 관련 유관기관 업무협의 간담회","교통정책과장 등 2명",제로페이,14000
20978244,"2019년 8월 서울시본청 도시교통실 교통기획관 교통정책과 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/20978244,서울시본청,도시교통실,교통기획관,교통정책과,,2019,8,,,,"도시교통실 교통정책과","2019-08-21 13:33","구이구이(중구 을지로 6)","우대용 교통카드 사업 추진 관련 유관기관 업무협의 간담회","도시교통실장 등 5명",제로페이,96000
20978244,"2019년 8월 서울시본청 도시교통실 교통기획관 교통정책과 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/20978244,서울시본청,도시교통실,교통기획관,교통정책과,,2019,8,,,,"도시교통실 교통정책과","2019-08-21 19:21","대상해(중구 세종대로 135)","지하철 이용환경 개선 관련 업무추진 직원 격려 간담회","교통정책과 직원 등 40명",카드,450000
20978244,"2019년 8월 서울시본청 도시교통실 교통기획관 교통정책과 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/20978244,서울시본청,도시교통실,교통기획관,교통정책과,,2019,8,,,,"도시교통실 교통정책과","2019-08-21 19:56","㈜용진물산(중구 통일로4길 16)","공공자전거 관련 업무추진직원 격려 오찬 간담회","교통정책과 직원 등 8명",카드,96000
20978244,"2019년 8월 서울시본청 도시교통실 교통기획관 교통정책과 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/20978244,서울시본청,도시교통실,교통기획관,교통정책과,,2019,8,,,,"도시교통실 교통정책과","2019-08-20 12:54","훈민정(중구 서소문로 132)","도시철도 운영 관련 유관기관 간담회","도시교통실 직원 등 3명",제로페이,45000
20978244,"2019년 8월 서울시본청 도시교통실 교통기획관 교통정책과 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/20978244,서울시본청,도시교통실,교통기획관,교통정책과,,2019,8,,,,"도시교통실 교통정책과","2019-08-20 21:53","㈜동원브이아이피참치 코리아나점(중구 세종대로 135)","장애인 콜택시 관련 업무추진 직원 격려 간담회","도시교통실장 등 20명",제로페이,396000
20978244,"2019년 8월 서울시본청 도시교통실 교통기획관 교통정책과 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/20978244,서울시본청,도시교통실,교통기획관,교통정책과,,2019,8,,,,"도시교통실 교통정책과","2019-08-20 12:39","청송옥(중구 서소문로11길 14)","핵심 자전거고속도로 구축 관련 업무 간담회","교통정책과장 등 5명",카드,42500
20978244,"2019년 8월 서울시본청 도시교통실 교통기획관 교통정책과 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/20978244,서울시본청,도시교통실,교통기획관,교통정책과,,2019,8,,,,"도시교통실 교통정책과","2019-08-20 13:16","대복(중구 세종대로14길 22)","MASS 관련 업무공유 간담회","교통정책과 직원 등 10명",카드,159000
20978244,"2019년 8월 서울시본청 도시교통실 교통기획관 교통정책과 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/20978244,서울시본청,도시교통실,교통기획관,교통정책과,,2019,8,,,,"도시교통실 교통정책과","2019-08-19 12:26","신가원설렁탕(중구 을지로1길 10)","공영차고지 운영 관련 유관기관 업무공유 간담회","교통기획관 등 6명",제로페이,72000
20978244,"2019년 8월 서울시본청 도시교통실 교통기획관 교통정책과 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/20978244,서울시본청,도시교통실,교통기획관,교통정책과,,2019,8,,,,"도시교통실 교통정책과","2019-08-19 22:07","둘둘치킨(중구 서소문로 134-5)","광역환승센터 업무추진 직원 격려 간담회","도시교통실장 등 8명",제로페이,127000
20978244,"2019년 8월 서울시본청 도시교통실 교통기획관 교통정책과 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/20978244,서울시본청,도시교통실,교통기획관,교통정책과,,2019,8,,,,"도시교통실 교통정책과","2019-08-19 12:52","서문회관(중구 세종대로11길 47)","녹색교통지역 관련 유관기관 업무협의 간담회","교통정책과 직원 등 6명",제로페이,52000
20978244,"2019년 8월 서울시본청 도시교통실 교통기획관 교통정책과 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/20978244,서울시본청,도시교통실,교통기획관,교통정책과,,2019,8,,,,"도시교통실 교통정책과","2019-08-16 13:39","한미리(중구 청계천로 8)","지하철 안전관련 유관기관 오찬 간담회","교통기획관 등 2명",제로페이,59800
20978244,"2019년 8월 서울시본청 도시교통실 교통기획관 교통정책과 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/20978244,서울시본청,도시교통실,교통기획관,교통정책과,,2019,8,,,,"도시교통실 교통정책과","2019-08-16 13:18","(주)월향(중구 세종대로21길 30)","도시교통실 현안 업무 보고 관련 간담회","교통정책과 직원 6명",카드,40000
20978244,"2019년 8월 서울시본청 도시교통실 교통기획관 교통정책과 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/20978244,서울시본청,도시교통실,교통기획관,교통정책과,,2019,8,,,,"도시교통실 교통정책과","2019-08-14 09:14","다락(중구  덕수궁길)","보행 및 자전거 관련 업무 관계자 만찬 간담회","도시교통실 직원 등 5명",카드,62500
20978244,"2019년 8월 서울시본청 도시교통실 교통기획관 교통정책과 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/20978244,서울시본청,도시교통실,교통기획관,교통정책과,,2019,8,,,,"도시교통실 교통정책과","2019-08-14 13:15","파챠이훠궈 광화문점(중구 세종대로 136 (태평로1가))","택시물류과 업무추진 직원 격려 오찬 간담회","도시교통실장 등 5명",제로페이,102000
20978244,"2019년 8월 서울시본청 도시교통실 교통기획관 교통정책과 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/20978244,서울시본청,도시교통실,교통기획관,교통정책과,,2019,8,,,,"도시교통실 교통정책과","2019-08-14 18:45","마마스 커피전문점(중구 서소문로 81)","보행특구 조성관련 유관기관 업무공유 간담회","교통정책과 직원 등 7명",카드,59800
20978244,"2019년 8월 서울시본청 도시교통실 교통기획관 교통정책과 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/20978244,서울시본청,도시교통실,교통기획관,교통정책과,,2019,8,,,,"도시교통실 교통정책과","2019-08-14 19:51","부민옥(중구 다동길 24-12)","제 목 :무임수송관련 유관기관 업무공유 오찬 간담회","교통정책과 직원 등 7명",카드,82000
20978244,"2019년 8월 서울시본청 도시교통실 교통기획관 교통정책과 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/20978244,서울시본청,도시교통실,교통기획관,교통정책과,,2019,8,,,,"도시교통실 교통정책과","2019-08-13 22:56","맛닭꼬(강남구 삼성로 225)","MASS 관련 업무공유 간담회","교통기획관 등 6명",카드,25900
20978244,"2019년 8월 서울시본청 도시교통실 교통기획관 교통정책과 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/20978244,서울시본청,도시교통실,교통기획관,교통정책과,,2019,8,,,,"도시교통실 교통정책과","2019-08-13 12:56","삼우정(중구 서소문로 134-12)","버스정류소 종합정비계획 수립 용역 관련 직원 격려 간담회","교통정책과 직원 등 7명",카드,75000
20978244,"2019년 8월 서울시본청 도시교통실 교통기획관 교통정책과 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/20978244,서울시본청,도시교통실,교통기획관,교통정책과,,2019,8,,,,"도시교통실 교통정책과","2019-08-13 12:23","본도시락(서소문점)(서대문구 서소문로 27)","CRT 추진 전략 관련 업무 보고 직원 격려 간담회","교통정책과 직원 등 7명",카드,82500
20978244,"2019년 8월 서울시본청 도시교통실 교통기획관 교통정책과 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/20978244,서울시본청,도시교통실,교통기획관,교통정책과,,2019,8,,,,"도시교통실 교통정책과","2019-08-13 08:30","더샌드위치샵(중구 서소문로 115)","부서 운영물품 구입비 지급",,카드,5300
20978244,"2019년 8월 서울시본청 도시교통실 교통기획관 교통정책과 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/20978244,서울시본청,도시교통실,교통기획관,교통정책과,,2019,8,,,,"도시교통실 교통정책과","2019-08-13 07:48","더샌드위치샵(중구 서소문로 115)","부서 운영물품 구입비 지급",,카드,5300
20978244,"2019년 8월 서울시본청 도시교통실 교통기획관 교통정책과 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/20978244,서울시본청,도시교통실,교통기획관,교통정책과,,2019,8,,,,"도시교통실 교통정책과","2019-08-13 21:06","라 칸티나(중구 을지로 19)","도시교통실 현안 업무 보고 관련 간담회","교통정책과 직원 10명",제로페이,175000
20978244,"2019년 8월 서울시본청 도시교통실 교통기획관 교통정책과 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/20978244,서울시본청,도시교통실,교통기획관,교통정책과,,2019,8,,,,"도시교통실 교통정책과","2019-08-09 12:44","디-얼루어(중구 덕수궁길 61)","도시교통실 현안사항 업무공유 간담회","교통정책과 직원 등 5명",카드,26900
20978244,"2019년 8월 서울시본청 도시교통실 교통기획관 교통정책과 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/20978244,서울시본청,도시교통실,교통기획관,교통정책과,,2019,8,,,,"도시교통실 교통정책과","2019-08-09 12:35","삼우정(중구 서소문로 134-12)","녹색교통 진흥지역 업무 공유 간담회","교통정책과 직원 등 12명",카드,120000
20978244,"2019년 8월 서울시본청 도시교통실 교통기획관 교통정책과 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/20978244,서울시본청,도시교통실,교통기획관,교통정책과,,2019,8,,,,"도시교통실 교통정책과","2019-08-08 20:37","디라이프스타일키친(중구 세종대로 136)","시내버스 노선 관련 유관기관 업무공유 간담회","교통정책과 직원 등 10명",카드,67500
20978244,"2019년 8월 서울시본청 도시교통실 교통기획관 교통정책과 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/20978244,서울시본청,도시교통실,교통기획관,교통정책과,,2019,8,,,,"도시교통실 교통정책과","2019-08-08 14:56","투썸플레이스 서소문점(중구 서소문로 135)","지하철 미세먼지 관련 간담회","도시교통실 직원 등 5명",카드,18100
20978244,"2019년 8월 서울시본청 도시교통실 교통기획관 교통정책과 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/20978244,서울시본청,도시교통실,교통기획관,교통정책과,,2019,8,,,,"도시교통실 교통정책과","2019-08-08 12:54","㈜예성한식(중구 세종대로9길 41)","타다 등 신규 택시서비스 유관기관 업무공유 간담회","교통정책과장 등 7명",카드,143100
20978244,"2019년 8월 서울시본청 도시교통실 교통기획관 교통정책과 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/20978244,서울시본청,도시교통실,교통기획관,교통정책과,,2019,8,,,,"도시교통실 교통정책과","2019-08-07 20:40","모두갈비(중구 서소문로 109-6)","도심 연계 자전거도로망 구축 관련 업무추진 직원 간담회","교통정책과장 등 7명",카드,150000
20978244,"2019년 8월 서울시본청 도시교통실 교통기획관 교통정책과 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/20978244,서울시본청,도시교통실,교통기획관,교통정책과,,2019,8,,,,"도시교통실 교통정책과","2019-08-07 18:49","마마스(중구 무교로 16)","교통특별대책 관련 유관부서 업무협의 간담회","도시교통실 직원 등 6명",카드,38900
20978244,"2019년 8월 서울시본청 도시교통실 교통기획관 교통정책과 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/20978244,서울시본청,도시교통실,교통기획관,교통정책과,,2019,8,,,,"도시교통실 교통정책과","2019-08-07 15:14","달콤커피 세종청사점(세종 도움8로 11-11)","도시철도 관련 유관기관 업무 협의 간담회","도시교통실 직원 등 5명",카드,12200
20978244,"2019년 8월 서울시본청 도시교통실 교통기획관 교통정책과 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/20978244,서울시본청,도시교통실,교통기획관,교통정책과,,2019,8,,,,"도시교통실 교통정책과","2019-08-06 13:07","복성각(시청점)(중구 덕수궁길 7)","녹색교통진흥지역 추진 관련 유관기관 업무협의 간담회","교통정책과장 등 10명",제로페이,190000
20978244,"2019년 8월 서울시본청 도시교통실 교통기획관 교통정책과 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/20978244,서울시본청,도시교통실,교통기획관,교통정책과,,2019,8,,,,"도시교통실 교통정책과","2019-08-06 21:07","미향한정식(종로구 사직로12길 29)","도시교통실 언론대응 관련 업무 공유 간담회","교통정책과 직원 등 120명",카드,390000
20978244,"2019년 8월 서울시본청 도시교통실 교통기획관 교통정책과 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/20978244,서울시본청,도시교통실,교통기획관,교통정책과,,2019,8,,,,"도시교통실 교통정책과","2019-08-05 12:24","구이구이(중구 을지로 6)","핵심 자전거고속도로 구축 관련 업무 간담회","교통정책과장 등 10명",제로페이,122000
20978244,"2019년 8월 서울시본청 도시교통실 교통기획관 교통정책과 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/20978244,서울시본청,도시교통실,교통기획관,교통정책과,,2019,8,,,,"도시교통실 교통정책과","2019-08-05 12:55","남도(중구 남대문로9길 40)","지하철 이용환경 개선 관련 업무추진 직원 간담회","교통정책과 직원 등 2명",제로페이,22000
20978244,"2019년 8월 서울시본청 도시교통실 교통기획관 교통정책과 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/20978244,서울시본청,도시교통실,교통기획관,교통정책과,,2019,8,,,,"도시교통실 교통정책과","2019-08-02 12:39","남도한식(고운님)(중구 세종대로 82)","장애인 콜택시 관련 유관기관 업무공유 간담회","도시교통정책과 직원 등 7명",제로페이,119000
20978244,"2019년 8월 서울시본청 도시교통실 교통기획관 교통정책과 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/20978244,서울시본청,도시교통실,교통기획관,교통정책과,,2019,8,,,,"도시교통실 교통정책과","2019-08-02 12:43","잼배옥(중구 세종대로9길 68-9)","광역철도 관련 업무추진 직원 격려 오찬 간담회","교통정책과장 등 8명",제로페이,92000
20978244,"2019년 8월 서울시본청 도시교통실 교통기획관 교통정책과 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/20978244,서울시본청,도시교통실,교통기획관,교통정책과,,2019,8,,,,"도시교통실 교통정책과","2019-08-02 13:08","뚜리삼(중구 청계천로 8)","보행특구 조성관련 유관기관 업무공유 간담회","교통정책과직원 등 6명",제로페이,54000
20978244,"2019년 8월 서울시본청 도시교통실 교통기획관 교통정책과 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/20978244,서울시본청,도시교통실,교통기획관,교통정책과,,2019,8,,,,"도시교통실 교통정책과","2019-08-02 20:39","천향원(중구 남대문로7길 33)","유주차 활성화 관련 유관기관 업무협의 간담회","교통정책과 직원 등 10명",카드,104000
20978244,"2019년 8월 서울시본청 도시교통실 교통기획관 교통정책과 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/20978244,서울시본청,도시교통실,교통기획관,교통정책과,,2019,8,,,,"도시교통실 교통정책과","2019-08-01 12:50","서울삼계탕(중구 남대문로 1길 57)","녹색교통진흥지역 관련 유관기관 업무협의 간담회","교통기획관 등 6명",제로페이,64000
20978244,"2019년 8월 서울시본청 도시교통실 교통기획관 교통정책과 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/20978244,서울시본청,도시교통실,교통기획관,교통정책과,,2019,8,,,,"도시교통실 교통정책과","2019-08-01 20:38","동호민물장어(중구 세종대로18길 6-1)","택시서비스 개선 관련 업무추진 직원 간담회","교통정책과 직원 등 20명",제로페이,392000
20978244,"2019년 8월 서울시본청 도시교통실 교통기획관 교통정책과 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/20978244,서울시본청,도시교통실,교통기획관,교통정책과,,2019,8,,,,"도시교통실 교통정책과","2019-08-01 12:55","㈜바닷가작은부엌덕수궁점(중구 덕수궁길 7)","CRT 안전 관련 업무추진 직원 간담회","도시교통실장 등 8명",카드,92000
20978244,"2019년 8월 서울시본청 도시교통실 교통기획관 교통정책과 업무추진비 - 기관운영 시책추진 부서운영",http://opengov.seoul.go.kr/public/20978244,서울시본청,도시교통실,교통기획관,교통정책과,,2019,8,,,,"도시교통실 교통정책과","2019-08-01 22:13","오목집 시청점(중구 남대문로1길 38)","교통분야 빅데이터 관련 업무추진  직원 간담회","교통정책과 직원 등 7명",카드,72000
18725108,"2019년 8월 사업소 서울식물원 전시교육과 업무추진비 - 부서운영",http://opengov.seoul.go.kr/public/18725108,사업소,서울식물원,전시교육과,,,2019,8,,,,"푸른도시국 서울식물원 전시교육과","2019-08-01 13:06","강서농협하나로마트(강서구 강서로 489)","부서운영 물품(다과류)구입","전시교육과장외 7명",카드,69530
18725108,"2019년 8월 사업소 서울식물원 전시교육과 업무추진비 - 부서운영",http://opengov.seoul.go.kr/public/18725108,사업소,서울식물원,전시교육과,,,2019,8,,,,"푸른도시국 서울식물원 전시교육과","2019-08-09 15:28","드림디포 (강서구 내발산동 653)","전시교육과 직원 및 내방객 응대용 차류 구입","전시교육과장외 7명",카드,95790
18675253,"2019년 8월 사업소 시립미술관 북서울미술관 운영과 업무추진비 - 전체",http://opengov.seoul.go.kr/public/18675253,사업소,시립미술관,북서울미술관,운영과,,2019,8,,,,운영과,"2019-08-05 12:40","(주) 뚜리삼(중구 청계천로 8 프리미어플레이스)","운영과 전출직원 격려방문 간담회비 지급","운영부장외 11명",카드,141000
